UNITID,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,SAT_AVG_ALL,TUITFTE,GRAD_DEBT_MDN,FAMINC,MEAN_EARN_6,MEAN_EARN_8,MEAN_EARN_10
237950,Public,6048,15192,1065,6877,23257,76606.28339,39300,46000,52700
237969,Private,27858,27858,1005,10424,26000,71864.62453,34000,40100,48800
238032,Public,6960,20242,1065,11898,23257,76606.28339,39300,46000,52700
238078,Private,28030,28030,1032,13801,27000,72798.80455,41800,46600,49600
238193,Private,24434,24434,930,18323,32545.5,48879.72096,38600,40500,40900
238324,Private,20500,20500,1050,22555,15250,84242.74537,54700,58300,62100
238333,Private,42500,42500,,17863,27000,82181.81925,37200,36900,47700
238430,Private,26570,26570,1003,12772,26770,49888.43464,46400,52500,55400
238458,Private,28550,28550,1090,14957,27000,86208.83444,40200,44100,47000
238476,Private,36570,36570,1104,14858,27000,89730.08143,38900,44600,50100
238573,Private,,,,16873,18632,69146.82787,,,
238616,Private,26160,26160,1089,13503,23250,68675.67649,40400,44600,47300
238661,Private,25590,25590,1048,16336,25358.5,69299.96249,41500,44100,47600
238980,Private,24090,24090,949,10252,26000,49606.46429,39400,41800,45100
239017,Private,42657,42657,,20420,27000,101865.1921,32600,39500,48700
239071,Private,13510,13510,,11566,16000,54629.64531,32400,35900,38700
239080,Private,25930,25930,950,12995,26648,61111.59,40700,44200,46700
239105,Private,35930,35930,1220,21044,27000,120275.8728,54000,62400,70700
239309,Private,32050,32050,,17906,27250,70014.01994,28200,35200,37500
239318,Private,35520,35520,1243,14970,27000,78346.38166,58800,64600,71100
239390,Private,25852,25852,930,14973,27908,50106.24256,37500,40700,43000
239503,Private,13380,13380,,5976,14625,35942.15385,24600,28700,32500
239512,Private,31480,31480,1085,12221,27000,72558.01163,27500,31300,35500
239628,Private,33482,33482,1108,13420,27000,75926.8777,34400,41700,51300
239716,Private,33023,33023,1125,16434,27000,95614.70671,39300,46300,51300
239743,Private,24350,24350,820,8047,26212,47758.88742,35900,41500,39200
240107,Private,23790,23790,1089,10530,27000,68565.02156,41300,44700,47400
240189,Public,7600,15173,1050,6700,24750,76502.82476,37500,41600,45800
240268,Public,8743,16316,1110,7047,23250.5,81901.02938,40200,45400,50300
240277,Public,7758,15331,1050,5127,21000,59766.08083,36500,39500,44500
240329,Public,8795,16368,1145,6955,22750,85542.92451,40100,47700,52500
240338,Private,25960,25960,1079,11638,25031,73508.8443,37200,40100,45300
240365,Public,7437,15010,1030,5823,23826,71144.87414,37900,42500,45600
240374,Public,7326,14899,990,5140,22521.5,56393.65151,32900,37200,42600
240417,Public,9025,16771,1050,6114,25000,75995.74414,41000,44900,48700
240426,Public,7994,15567,1010,5742,23250,55485.15254,33200,37700,39800
240444,Public,10410,26660,1286,11252,22500,102329.045,49600,58800,68000
240453,Public,9391,19120,1010,8379,25000,61050.70525,38500,43000,48200
240462,Public,7491,15064,1090,6694,23749.5,75532.80162,41300,46800,51200
240471,Public,7751,15324,1050,6015,23964,74430.26995,36700,40500,44900
240480,Public,7668,15241,1050,5919,24742.5,67280.36757,34500,38300,43600
240727,Public,4646,14876,1118,4549,18000,65245.81436,44200,48400,54200
240754,Public,5098,11506,,3538,20500,34120.13098,25700,29500,33300
241100,Private,5521,5521,,592,4000,11791.34111,17700,19800,24200
241128,Private,5521,5521,,584,4000,11791.34111,17700,19800,24200
241191,Private,6625,6625,,6017,13075,18802.96234,22200,24000,27300
241216,Private,7395,7395,,2466,4052,18923.98699,16100,20600,25600
241225,Private,6568,6568,,7739,7500,14595.96853,18900,20800,21600
241331,Private,7006,7006,,8158,23500,23975.85523,30200,33600,34000
241377,Private,4970,4970,,13328,9400,10733.14413,18400,20400,21400
241386,Private,4970,4970,,2168,9400,10733.14413,18400,20400,21400
241395,Private,4898,4898,,13205,12554,17296.37427,17700,19100,21400
241410,Private,5000,5000,,5019,12554,17296.37427,17700,19100,21400
241614,Private,3784,3784,,618,PrivacySuppressed,16614.43507,PrivacySuppressed,PrivacySuppressed,22200
241720,Public,2370,2370,,477,PrivacySuppressed,13003.41963,22400,23500,28100
241739,Private,5580,5580,,6174,6975,14910.98595,19700,21000,22700
241766,Public,3370,3370,,4879,7125,27633.67262,19000,19400,22100
241951,Public,3248,5408,,2148,PrivacySuppressed,22669.75519,13300,21500,20600
242617,Private,4852,4852,,4382,6530,15687.43124,19300,21200,23500
242626,Private,5474,5474,,4502,6530,15687.43124,19300,21200,23500
242635,Private,4852,4852,,4543,6530,15687.43124,19300,21200,23500
242644,Private,5014,5014,,4612,6530,15687.43124,19300,21200,23500
242653,Private,7011,7011,,6128,6530,15687.43124,19300,21200,23500
242662,Private,4866,4866,,4587,6530,15687.43124,19300,21200,23500
242680,Private,4850,4850,,4622,6530,15687.43124,19300,21200,23500
242699,Private,5534,5534,,4696,6530,15687.43124,19300,21200,23500
242705,Private,4852,4852,,4733,6530,15687.43124,19300,21200,23500
243106,Public,2019,4041,1054,587,5500,18834.39056,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243115,Public,2019,4041,,424,4500,19918.93271,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243133,Public,2212,4323,,737,5500,22182.56104,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243142,Public,3026,6058,1013,1161,4500,22390.45688,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243151,Public,2212,4233,1147,668,4500,21686.85221,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243179,Public,2019,4041,,495,5000,20875.60168,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243197,Public,2019,4041,,736,6475,25656.42233,38700,PrivacySuppressed,PrivacySuppressed
243203,Public,,,,3758,5500,21311.05714,,,
243212,Public,2019,4041,,339,5500,22106.0096,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
243221,Public,2019,4040,1188,1253,5500,24221.12464,23600,PrivacySuppressed,PrivacySuppressed
243346,Private,5580,5580,,6635,6450,14496.86284,19300,21100,22700
243443,Private,5680,5680,,7531,14250,23358.44653,23000,22500,23400
243577,Private,7800,7800,,7158,15667,25048.51549,26600,32300,36300
243586,Private,4898,4898,,11685,12554,17296.37427,17700,19100,21400
243601,Private,5580,5580,,6652,6803,16818.4956,20000,22400,24000
243665,Public,4794,13174,796,7966,13949.5,31785.30355,27000,34800,35500
243744,Private,45195,45195,1465,24668,12051,85775.21346,92800,121400,141300
243780,Public,10002,28804,1213,15397,22500,90116.14066,49000,55700,62200
243823,Private,14650,14650,,27917,6365,33759.00199,40000,46800,62600
244190,Private,13410,13410,1023,20567,28000,83791.37694,47500,53600,59100
245652,Private,47826,47826,,15946,27000,74261.54199,26400,38600,41400
245731,Private,,,,4269,PrivacySuppressed,12658.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
245777,Private,7800,7800,,2083,PrivacySuppressed,20690.86364,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
245838,Private,,,,15873,25187.5,36776.14764,38800,42500,41800
245847,Private,,,,17398,25187.5,36776.14764,38800,42500,41800
245883,Private,21315,21315,,15367,25187.5,36776.14764,38800,42500,41800
245892,Private,,,,24522,25187.5,36776.14764,38800,42500,41800
245953,Private,16230,16230,,9777,26544,36238.83528,40300,39500,44700
247773,Private,6200,6200,,8920,PrivacySuppressed,36953.21739,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
247825,Private,,,,8031,PrivacySuppressed,44271.61539,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
260947,Private,11000,11000,,8535,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
262086,Private,12200,12200,,13539,19500,39491.57442,48300,PrivacySuppressed,PrivacySuppressed
262129,Public,6916,29944,1274,2307,15000,63209.09416,26000,36900,PrivacySuppressed
363712,Private,8400,8400,,7654,PrivacySuppressed,35161.34286,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
363907,Private,4970,4970,,2320,9400,10733.14413,18400,20400,21400
363916,Private,4970,4970,,3180,9400,10733.14413,18400,20400,21400
366003,Private,6200,6200,,6582,PrivacySuppressed,24448.35556,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
366711,Public,7169,18329,948,7383,17750,49760.88774,40500,46800,51100
367839,Private,6546,6546,,5830,PrivacySuppressed,12918.85044,22300,27800,PrivacySuppressed
367884,Private,13220,13220,,15809,24498,22120.89265,31600,37200,43600
373827,Private,16847,16847,,8702,27000,56749.8018,26600,30900,34600
375230,Private,8000,8000,,6351,PrivacySuppressed,10021.30769,24100,24400,31800
377555,Public,11911,33030,1206,3783,15000,57115.30107,50300,61000,69600
377564,Public,12262,33381,1206,3928,15000,57115.30107,50300,61000,69600
384254,Private,33016,33016,,30888,25750,74653.87255,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
384421,Private,10900,10900,,8247,PrivacySuppressed,35865.90323,,,
385619,Private,16000,16000,,20629,42860,30173.1396,42700,49100,49600
388520,Private,6946,6946,,6941,14659.5,28818.74643,35500,41100,42800
392840,Private,20250,20250,1000,19226,28249,50776.97531,26700,31400,42000
399911,Private,30214,30214,1223,2567,PrivacySuppressed,60605.09259,32200,PrivacySuppressed,PrivacySuppressed
401223,Private,5140,5140,,5633,PrivacySuppressed,16939.58824,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
405058,Private,9700,9700,,15150,PrivacySuppressed,36526.33333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
405854,Private,11600,11600,,8225,PrivacySuppressed,10509.93007,15800,24200,20000
407009,Public,9683,23312,1135,10868,19874,58630.57553,42200,48800,55500
409698,Public,5963,17123,,5147,15748,46822.48497,35100,41900,47000
414708,Private,10800,10800,,8078,23000,29895.3177,27600,30200,31800
414823,Private,28539,28539,,15584,27000,65670.31703,33400,37600,42200
414878,Private,10080,10080,1078,5379,25513,69052.18337,40000,42400,49600
416801,Public,,,,3800,PrivacySuppressed,35118.66505,64500,75900,90100
417752,Private,8756,8756,,7332,PrivacySuppressed,30461.00538,PrivacySuppressed,PrivacySuppressed,23900
420325,Private,5900,5900,,5676,PrivacySuppressed,3000.464286,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
420574,Public,9683,23312,1135,13296,19874,58630.57553,42200,48800,55500
426314,Private,8040,8040,,10137,23250,53892.4379,51400,60800,70300
428259,Private,11670,11670,,7189,21665,46167.96608,41600,44900,48100
430670,Private,8188,14036,,18608,PrivacySuppressed,12815.18519,,,
430810,Private,24010,24010,,19438,27000,76218.64135,25000,25900,28900
431983,Private,9100,9100,,14088,PrivacySuppressed,43434.15625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
433387,Private,6070,6070,,6934,13381,53935.04829,48100,48800,48100
433660,Public,6118,25162,1059,4905,18500,58949.10073,36500,44000,45800
434414,Private,10700,10700,,9805,PrivacySuppressed,19496.07232,22500,23000,36000
434937,Private,9700,9700,,2789,PrivacySuppressed,PrivacySuppressed,,,
435000,Public,,,,13615,PrivacySuppressed,38927.28947,76600,135300,121000
436614,Private,10500,10500,,6862,PrivacySuppressed,47953.35897,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
436818,Public,10658,30838,1228,2367,21100,88206.64679,49800,57300,66000
436827,Public,10658,30838,1228,7517,21100,88206.64679,49800,57300,66000
436836,Public,10668,30848,1228,3126,21100,88206.64679,49800,57300,66000
437316,Private,,,1083,16367,25000,74530.85203,52100,58700,60300
439446,Private,,,,5912,PrivacySuppressed,25665.9375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
439701,Private,12390,12390,1016,10528,25875,47998.73379,PrivacySuppressed,36300,47100
439862,Private,7630,7630,,2483,PrivacySuppressed,6282.616438,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
440411,Private,,,,5527,24250,65169.19469,26000,33500,31600
440794,Private,18576,18576,,16604,25000,32122.20725,42800,39100,PrivacySuppressed
440828,Public,,,1112,4888,23000,61950.80644,42700,49000,56700
441478,Private,,,,23429,PrivacySuppressed,59060,,,
441511,Private,5000,5000,,9,35750,18430.5491,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
441609,Private,9850,9850,,6735,PrivacySuppressed,19158.70455,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
441690,Private,3760,3760,,5604,PrivacySuppressed,16032.88732,21900,PrivacySuppressed,22800
441900,Public,4482,14758,,3240,24660.5,36605.41711,45300,54700,PrivacySuppressed
441937,Public,6521,17681,,6192,15000,43842.49774,38100,44600,51900
441982,Private,46681,46681,1475,14751,16125,122429.122,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
442897,Private,11670,11670,,5055,21665,46167.96608,41600,44900,48100
442949,Private,,,,19386,39613,32785.21053,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443049,Private,7885,7885,,7208,15278,31332.18478,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443058,Private,6120,6120,,1054,PrivacySuppressed,23590.8,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
443340,Private,10425,10425,,9021,PrivacySuppressed,52165.88571,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444398,Private,7200,7200,,3558,PrivacySuppressed,24034.48485,25200,PrivacySuppressed,PrivacySuppressed
444413,Private,8600,8600,,10637,PrivacySuppressed,44861.07143,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444778,Private,8764,8764,,5436,43999,25134.73684,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
444990,Private,,,1058,6278,23673,73409.68722,34900,39100,42200
445188,Public,13160,36038,1031,7985,19500,47306.69154,42500,PrivacySuppressed,PrivacySuppressed
445267,Private,,,1050,3788,16500,48596.27641,35000,37300,39500
445735,Private,,,,40481,25000,48982.78261,76100,PrivacySuppressed,PrivacySuppressed
446048,Private,17940,17940,1085,9576,22500,85840.40388,30900,38300,33700
446233,Private,15140,15140,,12353,12000,43497.34254,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
446394,Private,4590,4590,,6619,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
446604,Private,9000,9000,,10429,PrivacySuppressed,15769.74241,23600,26100,32600
446640,Private,23900,23900,,15803,26000,39262.18853,30700,36400,PrivacySuppressed
447689,Public,5352,15048,,3591,21685,39383.68997,34500,PrivacySuppressed,PrivacySuppressed
447953,Private,9320,9320,,6555,28500,34835.68249,25100,PrivacySuppressed,PrivacySuppressed
448284,Private,9520,9520,1060,6892,21500,59545.80993,38300,43500,48200
448309,Private,8160,8160,951,11614,27626,49735.21939,36600,42800,50100
448804,Private,,,,5817,19500,35585.05405,42300,44400,PrivacySuppressed
448840,Public,5821,16735,1161,5560,19000,49092.50798,39400,43300,48500
448886,Public,10157,24503,1135,12430,19874,58630.57553,42200,48800,55500
449348,Private,3720,3720,,2792,PrivacySuppressed,19451.71429,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
449658,Private,8800,8800,,4776,PrivacySuppressed,28558.74194,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
449764,Private,19600,19600,1031,31193,25500,62440.71605,25600,PrivacySuppressed,PrivacySuppressed
449870,Private,9968,9968,,6881,PrivacySuppressed,31158.37097,,,
449931,Private,10325,10325,923,10120,25000,52691.24854,40300,44300,49000
450766,Private,,,950,20936,25000,48905.41598,41500,51700,58400
451370,Private,10200,10200,,4940,PrivacySuppressed,29708.86487,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
451398,Private,11800,11800,,14523,PrivacySuppressed,35981.60194,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
451404,Private,7100,7100,,8646,PrivacySuppressed,15641.90775,22100,PrivacySuppressed,PrivacySuppressed
451671,Public,5587,16501,1161,5614,19000,49092.50798,39400,43300,48500
454184,Private,32300,32300,1127,12980,23250,74456.12054,39600,PrivacySuppressed,PrivacySuppressed
454582,Private,11670,11670,,35813,21665,46167.96608,41600,44900,48100
455257,Private,7300,7300,,8290,PrivacySuppressed,17269.17677,17000,17700,PrivacySuppressed
455770,Private,25680,25680,,14481,PrivacySuppressed,70494.44828,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
456481,Private,11925,11925,,7868,15667,25048.51549,26600,32300,36300
456490,Private,10920,10920,,10058,15667,25048.51549,26600,32300,36300
456959,Public,13056,13056,1268,14964,20500,85639.53969,46000,54400,61200
457183,Private,,,,19747,9500,18201.66452,23400,24000,28100
457226,Private,9250,9250,,4590,PrivacySuppressed,34385.64286,,,
457402,Private,7410,7410,,9613,PrivacySuppressed,22101,,,
457484,Private,9282,9282,,9856,24842,49743.47917,PrivacySuppressed,27800,31100
457697,Private,6000,6000,,4421,PrivacySuppressed,18881.72093,,,
459727,Private,14600,14600,,10969,PrivacySuppressed,35728.70797,,,
459824,Private,,,,30523,PrivacySuppressed,42117.47059,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
460075,Private,8850,8850,,8179,PrivacySuppressed,PrivacySuppressed,,,
460349,Private,,,,3527,27000,65670.31703,33400,37600,42200
460783,Private,14250,14250,,9055,9500,18201.66452,23400,24000,28100
461236,Private,5125,5125,,7692,PrivacySuppressed,16706.15909,,,
461795,Private,11900,11900,,5582,PrivacySuppressed,27938.20349,,,
461847,Private,13400,13400,,3570,PrivacySuppressed,32060.74074,,,
462354,Private,24900,24900,1086,12989,25144,86543.96094,,,
475200,Private,,,,13812,25993.5,74757.88889,37200,44500,48000
475273,Private,,,1025,9620,24166,64881.03851,40700,45600,48500
475608,Private,7870,7870,,8478,PrivacySuppressed,46673.90476,,,
476601,Private,12250,12250,,26676,PrivacySuppressed,50563.18182,,,
476692,Private,11500,11500,,2008,PrivacySuppressed,PrivacySuppressed,,,
476717,Private,8350,8350,,8325,PrivacySuppressed,16443.34579,,,
476975,Public,,,,10021,20856,49714.35255,,,
479956,Public,13516,13516,1089,5773,26933,80462.72319,43600,51200,57200
480134,Private,,,1133,9587,27000,85351.09702,44800,50100,55000
480198,Private,10800,10800,,9790,26053,45168.1753,43000,44100,45200
480569,Private,,,1176,6244,26617.5,38018.48732,46900,53300,61200
481058,Private,2690,2690,,3541,PrivacySuppressed,13912.48148,,,
481225,Private,4186,4186,,2191,PrivacySuppressed,PrivacySuppressed,,,
481410,Private,10200,10200,,8056,PrivacySuppressed,33521.03125,,,
481438,Private,11000,11000,,10099,PrivacySuppressed,32103.38462,,,
482149,Public,7326,21130,1030,9501,11918.5,51381.87718,52300,66800,70600
482158,Public,3474,9919,,2911,11770,37612.42509,29400,31400,35000
482228,Private,5200,5200,,4125,PrivacySuppressed,38995.48649,,,
482680,Public,4551,13228,1016,4323,14875,56648.54257,37300,43900,46200
482705,Private,,,1420,11559,28375,104741.8337,57800,65800,74200
483124,Public,8503,15137,1135,12563,19874,58630.57553,42200,48800,55500
483984,Private,10470,10470,,9780,PrivacySuppressed,49951.70513,,,
484473,Public,3876,16580,1273,,15000,57266.35693,47700,57800,65700
484905,Public,7650,18720,1090,6908,19643.5,56439.43951,39300,43900,49300
485078,Private,14510,14510,1078,,25513,69052.18337,40000,42400,49600
